age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,term_deposit
31,blue-collar,single,secondary,0,1686,1,0,unknown,21-31,Q2,85,2,0,0
29,management,single,tertiary,0,5980,1,0,unknown,21-31,Q2,317,1,0,0
28,management,married,secondary,0,292,1,0,unknown,21-31,Q2,507,1,0,1
23,services,single,secondary,0,665,1,0,unknown,21-31,Q2,1183,1,0,1
26,blue-collar,single,secondary,0,396,1,0,unknown,21-31,Q2,302,1,0,0
42,technician,married,secondary,0,570,1,0,unknown,21-31,Q2,344,2,0,0
40,admin.,divorced,secondary,0,-541,1,1,unknown,21-31,Q2,270,4,0,0
28,blue-collar,married,secondary,0,17,0,0,unknown,21-31,Q2,8,4,0,0
27,student,single,secondary,0,16173,1,0,unknown,21-31,Q2,489,1,0,0
25,admin.,married,secondary,0,894,1,0,unknown,21-31,Q2,328,1,0,0
29,technician,single,secondary,1,-397,1,0,unknown,21-31,Q2,114,1,0,0
29,blue-collar,single,primary,0,231,1,0,unknown,21-31,Q2,122,1,0,0
28,services,single,secondary,0,281,1,0,unknown,21-31,Q2,201,1,0,0
29,management,single,tertiary,0,112,1,1,unknown,21-31,Q2,117,2,0,0
24,services,single,secondary,0,53,1,1,unknown,21-31,Q2,226,1,0,0
26,admin.,single,secondary,0,677,1,0,unknown,21-31,Q2,93,1,0,0
32,admin.,single,secondary,0,294,1,0,unknown,21-31,Q2,97,2,0,0
26,services,single,tertiary,0,1624,1,1,unknown,21-31,Q2,438,1,0,0
31,technician,single,primary,0,449,1,0,unknown,21-31,Q2,174,1,0,0
28,management,single,tertiary,0,1069,0,0,unknown,21-31,Q2,675,1,0,0
52,entrepreneur,married,primary,0,8298,1,1,unknown,21-31,Q2,123,18,0,0
27,technician,married,secondary,0,1577,1,1,unknown,21-31,Q2,266,2,0,0
38,blue-collar,married,secondary,0,-579,1,1,unknown,21-31,Q2,195,2,0,0
35,technician,single,tertiary,0,59,1,0,unknown,21-31,Q2,145,3,0,0
38,technician,single,secondary,0,12,1,0,unknown,21-31,Q2,150,2,0,0
46,blue-collar,divorced,secondary,0,1815,1,0,unknown,21-31,Q2,232,4,0,0
32,management,married,tertiary,0,4307,1,0,unknown,21-31,Q2,91,3,0,0
29,admin.,married,secondary,0,-526,1,0,unknown,21-31,Q2,314,2,0,0
27,blue-collar,single,secondary,0,294,1,1,unknown,21-31,Q2,694,2,0,1
28,services,single,secondary,0,2954,1,0,unknown,21-31,Q2,149,2,0,0
47,blue-collar,married,secondary,0,578,1,0,unknown,21-31,Q2,146,1,0,0
33,blue-collar,married,secondary,0,7063,1,0,unknown,21-31,Q2,116,9,0,0
30,management,single,tertiary,0,5288,1,0,unknown,21-31,Q2,288,3,0,0
33,blue-collar,married,secondary,0,580,1,0,unknown,21-31,Q2,36,1,0,0
40,management,married,tertiary,0,384,0,0,unknown,21-31,Q2,191,2,0,0
38,technician,married,secondary,0,61,1,0,unknown,21-31,Q2,97,1,0,0
32,admin.,single,secondary,0,642,1,0,unknown,21-31,Q2,71,2,0,0
36,blue-collar,married,secondary,0,79,1,0,unknown,21-31,Q2,275,2,0,0
30,services,married,secondary,0,586,1,0,unknown,21-31,Q2,187,4,0,0
38,entrepreneur,married,secondary,0,61,1,1,unknown,21-31,Q2,170,5,0,0
25,services,single,secondary,0,3217,1,0,unknown,21-31,Q2,24,1,0,0
28,blue-collar,married,secondary,0,1020,1,0,unknown,21-31,Q2,251,1,0,0
55,blue-collar,married,primary,0,-317,1,0,unknown,21-31,Q2,152,1,0,0
57,management,married,tertiary,0,-22,1,0,unknown,21-31,Q2,463,1,0,0
31,blue-collar,divorced,primary,0,158,1,0,unknown,21-31,Q2,157,1,0,0
31,services,married,secondary,0,-327,1,0,unknown,21-31,Q2,408,1,0,0
38,technician,single,tertiary,0,218,1,1,unknown,21-31,Q2,74,2,0,0
28,technician,single,tertiary,0,183,1,1,unknown,21-31,Q2,62,2,0,0
23,technician,single,tertiary,0,1129,1,0,unknown,21-31,Q2,806,1,0,1
45,blue-collar,married,secondary,0,554,1,0,unknown,21-31,Q2,179,2,0,0
46,technician,married,secondary,0,57,0,0,unknown,21-31,Q2,796,1,0,1
40,management,married,secondary,0,-240,0,1,unknown,21-31,Q2,160,3,0,0
29,services,married,secondary,0,11417,1,0,unknown,21-31,Q2,272,2,0,0
30,admin.,married,primary,0,-171,1,0,unknown,21-31,Q2,125,2,0,0
31,admin.,single,secondary,0,-449,1,0,unknown,21-31,Q2,81,2,0,0
39,unemployed,single,secondary,0,-53,1,0,unknown,21-31,Q2,189,3,0,0
44,technician,married,secondary,0,1196,1,1,unknown,21-31,Q2,61,1,0,0
28,admin.,single,secondary,0,419,1,0,unknown,21-31,Q2,158,2,0,0
26,management,single,tertiary,0,2692,0,0,unknown,21-31,Q2,159,2,0,0
31,services,single,secondary,0,-779,1,0,unknown,21-31,Q2,198,2,0,0
29,admin.,married,tertiary,0,26,1,0,unknown,21-31,Q2,45,1,0,0
33,blue-collar,married,secondary,0,-112,1,0,unknown,21-31,Q2,132,1,0,0
50,admin.,married,secondary,0,3636,0,0,unknown,21-31,Q2,290,1,0,0
27,services,single,secondary,0,9636,1,0,unknown,21-31,Q2,184,2,0,0
45,blue-collar,married,primary,0,446,1,0,unknown,21-31,Q2,51,1,0,0
50,self-employed,divorced,tertiary,0,59,1,0,unknown,21-31,Q2,67,2,0,0
41,blue-collar,single,secondary,0,1621,1,0,unknown,21-31,Q2,119,1,0,0
44,management,married,tertiary,0,0,1,0,unknown,21-31,Q2,260,1,0,0
56,retired,married,primary,0,-299,1,0,unknown,21-31,Q2,68,1,0,0
26,unemployed,married,primary,0,70,1,0,unknown,21-31,Q2,99,2,0,0
34,admin.,single,secondary,1,7,0,0,unknown,21-31,Q2,285,2,0,0
33,blue-collar,single,secondary,0,-366,1,0,unknown,21-31,Q2,81,4,0,0
30,blue-collar,married,primary,0,-518,1,1,unknown,21-31,Q2,244,6,0,0
47,management,married,secondary,0,490,1,0,unknown,21-31,Q2,227,1,0,0
26,admin.,married,secondary,0,714,1,0,unknown,21-31,Q2,183,1,0,0
26,blue-collar,married,primary,0,3529,1,0,unknown,21-31,Q2,100,2,0,0
51,technician,married,secondary,0,98,1,0,unknown,21-31,Q2,228,2,0,0
57,retired,married,tertiary,0,0,1,1,unknown,21-31,Q2,648,1,0,1
33,blue-collar,married,secondary,0,529,1,0,unknown,21-31,Q2,198,3,0,0
30,blue-collar,single,secondary,0,397,1,0,unknown,21-31,Q2,536,7,0,0
40,unemployed,married,primary,0,557,1,0,unknown,21-31,Q2,173,1,0,0
53,blue-collar,married,secondary,0,314,1,0,unknown,21-31,Q2,184,2,0,0
27,services,single,secondary,0,1636,1,0,unknown,21-31,Q2,282,2,0,0
57,blue-collar,married,primary,0,1502,1,0,unknown,21-31,Q2,269,2,0,0
45,management,married,tertiary,1,-1655,1,0,unknown,21-31,Q2,333,2,0,0
36,management,married,tertiary,0,428,0,0,unknown,21-31,Q2,121,1,0,0
39,blue-collar,married,primary,0,7304,1,0,unknown,21-31,Q2,216,1,0,0
28,technician,single,secondary,0,1536,1,0,unknown,21-31,Q2,347,2,0,0
34,technician,married,secondary,0,1246,0,0,unknown,21-31,Q2,88,3,0,0
29,technician,married,secondary,0,344,1,1,unknown,21-31,Q2,279,2,0,0
51,technician,married,secondary,0,271,1,0,unknown,21-31,Q2,294,3,0,0
29,management,single,secondary,0,293,1,0,unknown,21-31,Q2,188,2,0,0
32,admin.,single,secondary,0,562,1,0,unknown,21-31,Q2,116,6,0,0
36,management,single,secondary,0,302,0,0,unknown,21-31,Q2,60,6,0,0
50,technician,married,secondary,0,-568,1,1,unknown,21-31,Q2,860,2,0,0
42,management,married,tertiary,0,479,1,0,unknown,21-31,Q2,217,2,0,0
29,services,divorced,secondary,0,1336,1,0,unknown,21-31,Q2,298,5,0,0
34,management,single,tertiary,0,1058,1,0,unknown,21-31,Q2,864,2,0,1
33,technician,divorced,tertiary,0,839,1,0,unknown,21-31,Q2,469,3,0,0
29,technician,single,secondary,0,22008,1,0,unknown,21-31,Q2,139,2,0,0
44,blue-collar,married,secondary,0,-73,1,0,unknown,21-31,Q2,80,9,0,0
25,entrepreneur,single,primary,0,-65,1,0,unknown,21-31,Q2,129,2,0,0
53,management,married,tertiary,0,490,1,0,unknown,21-31,Q2,103,2,0,0
45,blue-collar,married,secondary,0,156,1,1,unknown,21-31,Q2,47,1,0,0
37,management,married,tertiary,0,655,0,0,unknown,21-31,Q2,244,3,0,0
43,blue-collar,married,secondary,1,-504,1,0,unknown,21-31,Q2,136,1,0,0
38,self-employed,married,secondary,0,279,1,0,unknown,21-31,Q2,110,5,0,0
38,services,married,secondary,0,-314,1,0,unknown,21-31,Q2,66,2,0,0
32,services,single,tertiary,0,-233,1,0,unknown,21-31,Q2,140,2,0,0
24,blue-collar,single,secondary,0,327,1,0,unknown,21-31,Q2,333,2,0,0
34,admin.,single,secondary,0,1103,1,0,unknown,21-31,Q2,89,1,0,0
43,management,married,secondary,0,373,1,0,unknown,21-31,Q2,54,1,0,0
40,technician,married,secondary,0,-312,1,0,unknown,21-31,Q2,198,1,0,0
55,retired,married,secondary,0,2193,1,1,unknown,21-31,Q2,72,3,0,0
34,services,married,secondary,0,24,1,0,unknown,21-31,Q2,124,1,0,0
35,blue-collar,divorced,secondary,0,105,1,1,unknown,21-31,Q2,118,1,0,0
59,technician,married,secondary,0,0,1,1,unknown,21-31,Q2,109,1,0,0
50,admin.,single,secondary,0,330,1,0,unknown,21-31,Q2,24,1,0,0
55,blue-collar,married,secondary,0,284,1,1,unknown,21-31,Q2,157,3,0,0
29,admin.,married,secondary,0,445,1,0,unknown,21-31,Q2,489,2,0,0
32,services,married,secondary,0,172,1,0,unknown,21-31,Q2,84,3,0,0
27,management,single,tertiary,0,1995,1,0,unknown,21-31,Q2,239,2,0,0
36,management,married,tertiary,0,771,1,0,unknown,21-31,Q2,357,1,0,0
33,admin.,married,secondary,0,393,1,0,unknown,21-31,Q2,383,1,0,0
32,admin.,married,tertiary,0,-421,1,1,unknown,21-31,Q2,101,2,0,0
48,management,married,secondary,0,99,1,0,unknown,21-31,Q2,344,1,0,0
47,admin.,divorced,secondary,0,-480,0,0,unknown,21-31,Q2,360,1,0,0
36,management,married,secondary,0,10,0,1,unknown,21-31,Q2,310,2,0,0
29,management,married,tertiary,0,8089,1,0,unknown,21-31,Q2,314,2,0,0
35,management,single,secondary,0,73,1,0,unknown,21-31,Q2,79,2,0,0
48,blue-collar,married,primary,0,134,1,0,unknown,21-31,Q2,315,2,0,0
29,admin.,married,secondary,0,5605,1,0,unknown,21-31,Q2,117,2,0,0
28,services,single,secondary,0,3331,1,0,unknown,21-31,Q2,229,2,0,0
27,self-employed,single,tertiary,0,5214,1,0,unknown,21-31,Q2,94,1,0,0
51,services,divorced,secondary,0,-245,1,1,unknown,21-31,Q2,612,2,0,0
40,technician,single,tertiary,0,-89,1,0,unknown,21-31,Q2,83,4,0,0
60,retired,married,primary,0,170,1,0,unknown,21-31,Q2,338,2,0,0
28,technician,single,secondary,0,1417,1,0,unknown,21-31,Q2,491,1,0,0
42,management,single,tertiary,0,4264,1,0,unknown,21-31,Q2,882,1,0,0
28,student,single,secondary,0,949,1,0,unknown,21-31,Q2,1730,1,0,1
27,admin.,single,secondary,0,242,1,1,unknown,21-31,Q2,83,1,0,0
33,admin.,single,primary,0,-258,1,0,unknown,21-31,Q2,193,2,0,0
34,entrepreneur,married,tertiary,0,105,1,0,unknown,21-31,Q2,249,2,0,0
29,blue-collar,married,primary,0,1280,1,0,unknown,21-31,Q2,629,2,0,0
34,blue-collar,married,secondary,0,504,1,0,unknown,21-31,Q2,260,2,0,0
31,management,single,tertiary,0,-160,1,0,unknown,21-31,Q2,202,2,0,0
31,admin.,single,secondary,0,1306,1,0,unknown,21-31,Q2,217,5,0,0
36,blue-collar,single,secondary,0,3254,1,0,unknown,21-31,Q2,300,3,0,0
26,blue-collar,single,secondary,0,419,1,0,unknown,21-31,Q2,94,3,0,0
34,blue-collar,married,secondary,0,-58,1,1,unknown,21-31,Q2,157,2,0,0
30,entrepreneur,married,secondary,0,2926,1,0,unknown,21-31,Q2,238,8,0,0
33,management,single,tertiary,0,-61,0,0,unknown,21-31,Q2,50,2,0,0
39,admin.,divorced,secondary,0,22,0,0,unknown,21-31,Q2,121,3,0,0
45,services,married,secondary,0,-36,1,1,unknown,21-31,Q2,389,4,0,0
25,blue-collar,divorced,secondary,0,2428,1,0,unknown,21-31,Q2,376,4,0,0
57,admin.,married,secondary,0,100,0,0,unknown,21-31,Q2,23,16,0,0
54,retired,married,secondary,0,24,1,0,unknown,21-31,Q2,404,1,0,0
30,student,single,tertiary,0,2030,1,0,unknown,21-31,Q2,27,2,0,0
26,student,single,tertiary,0,0,1,0,unknown,21-31,Q2,124,1,0,0
33,technician,single,secondary,0,-409,1,0,unknown,21-31,Q2,96,1,0,0
26,technician,single,secondary,0,855,1,0,unknown,21-31,Q2,87,2,0,0
53,admin.,married,secondary,0,614,1,0,unknown,21-31,Q2,126,2,0,0
35,admin.,single,secondary,0,3,1,0,unknown,21-31,Q2,330,5,0,0
27,technician,single,secondary,0,648,1,0,unknown,21-31,Q2,198,3,0,0
35,self-employed,single,tertiary,0,935,1,0,unknown,21-31,Q2,259,2,0,0
39,services,married,secondary,0,695,1,0,unknown,21-31,Q2,429,10,0,0
32,admin.,single,secondary,0,73,1,0,unknown,21-31,Q2,545,1,0,0
31,blue-collar,married,secondary,0,1039,1,0,unknown,21-31,Q2,44,7,0,0
34,management,married,tertiary,0,-304,1,0,unknown,21-31,Q2,279,2,0,0
39,management,divorced,tertiary,0,133,1,0,unknown,21-31,Q2,136,2,0,0
46,admin.,married,secondary,0,1328,1,0,unknown,21-31,Q2,82,6,0,0
29,blue-collar,single,secondary,0,0,1,0,unknown,21-31,Q2,324,4,0,0
47,services,divorced,secondary,0,-288,1,0,unknown,21-31,Q2,107,7,0,0
53,management,married,tertiary,0,3443,1,0,unknown,21-31,Q2,48,2,0,0
29,management,divorced,tertiary,0,415,1,1,unknown,21-31,Q2,449,4,0,0
58,retired,married,secondary,0,255,0,0,unknown,21-31,Q2,362,3,0,0
34,technician,married,secondary,0,6,1,0,unknown,21-31,Q2,99,2,0,0
26,blue-collar,married,secondary,0,-284,1,0,unknown,21-31,Q2,207,3,0,0
31,management,single,tertiary,0,305,1,0,unknown,21-31,Q2,297,14,0,0
55,blue-collar,married,primary,0,81,1,0,unknown,21-31,Q2,172,1,0,0
30,blue-collar,married,primary,0,2607,1,0,unknown,21-31,Q2,158,10,0,0
29,blue-collar,married,secondary,0,201,1,0,unknown,21-31,Q2,180,2,0,0
44,technician,married,secondary,0,265,1,0,unknown,21-31,Q2,453,2,0,0
33,blue-collar,married,secondary,0,625,1,0,unknown,21-31,Q2,410,1,0,0
42,blue-collar,married,secondary,0,1134,1,0,unknown,21-31,Q2,424,3,0,0
38,technician,married,tertiary,0,-1350,1,1,unknown,21-31,Q2,96,4,0,0
22,blue-collar,single,primary,0,3198,1,0,unknown,21-31,Q2,109,2,0,0
36,blue-collar,single,primary,0,2176,1,0,unknown,21-31,Q2,52,2,0,0
39,blue-collar,married,primary,0,-310,1,1,unknown,21-31,Q2,26,5,0,0
45,services,married,secondary,0,692,1,0,unknown,21-31,Q2,506,2,0,0
35,blue-collar,married,primary,0,4366,1,0,unknown,21-31,Q2,173,3,0,0
22,services,single,primary,0,35,1,0,unknown,21-31,Q2,106,3,0,0
56,management,divorced,tertiary,0,442,0,0,unknown,21-31,Q2,77,3,0,0
31,management,single,tertiary,0,44,0,0,unknown,21-31,Q2,95,2,0,0
51,technician,divorced,secondary,0,0,1,0,unknown,21-31,Q2,463,2,0,0
37,services,single,tertiary,0,223,1,0,unknown,21-31,Q2,25,1,0,0
32,technician,single,tertiary,0,92,1,0,unknown,21-31,Q2,116,1,0,0
39,services,married,secondary,0,-971,1,1,unknown,21-31,Q2,104,2,0,0
32,technician,single,secondary,0,1307,1,0,unknown,21-31,Q2,267,2,0,0
30,services,married,secondary,0,179,1,0,unknown,21-31,Q2,64,1,0,0
31,blue-collar,married,secondary,0,1117,1,0,unknown,21-31,Q2,340,3,0,0
27,services,single,tertiary,0,5883,1,0,unknown,21-31,Q2,325,2,0,0
33,blue-collar,married,primary,0,-342,1,0,unknown,21-31,Q2,528,2,0,0
24,services,single,tertiary,0,1385,1,0,unknown,21-31,Q2,1277,2,0,0
52,blue-collar,married,primary,0,-211,1,1,unknown,21-31,Q2,153,2,0,0
39,blue-collar,married,secondary,0,2612,1,0,unknown,21-31,Q2,363,4,0,0
31,blue-collar,single,primary,0,124,1,0,unknown,21-31,Q2,411,3,0,0
33,admin.,married,secondary,1,-675,1,0,unknown,21-31,Q2,245,2,0,0
27,management,single,tertiary,0,3104,1,0,unknown,21-31,Q2,160,2,0,0
44,technician,married,secondary,0,398,1,0,unknown,21-31,Q2,140,5,0,0
56,technician,divorced,secondary,0,77,1,1,unknown,21-31,Q2,25,2,0,0
54,management,divorced,tertiary,0,192,1,0,unknown,21-31,Q2,157,3,0,0
33,admin.,married,tertiary,0,957,1,0,unknown,21-31,Q2,361,4,0,0
51,blue-collar,married,primary,0,593,1,0,unknown,21-31,Q2,157,2,0,0
32,management,single,tertiary,0,1493,1,0,unknown,21-31,Q2,65,11,0,0
32,blue-collar,married,secondary,0,0,1,0,unknown,21-31,Q2,386,3,0,0
35,blue-collar,married,primary,0,51,1,0,unknown,21-31,Q2,593,2,0,0
47,technician,married,secondary,0,-938,1,0,unknown,21-31,Q2,176,2,0,0
49,blue-collar,married,secondary,0,457,1,1,unknown,21-31,Q2,189,2,0,0
54,technician,married,tertiary,1,337,1,0,unknown,21-31,Q2,302,2,0,0
31,admin.,single,tertiary,0,1531,1,0,unknown,21-31,Q2,48,5,0,0
26,services,married,secondary,0,33,1,0,unknown,21-31,Q2,51,4,0,0
42,technician,divorced,secondary,0,0,1,0,unknown,21-31,Q2,471,2,0,0
45,technician,single,tertiary,0,5336,0,0,unknown,21-31,Q2,99,2,0,0
36,technician,married,secondary,1,947,1,0,unknown,21-31,Q2,452,2,0,0
40,admin.,married,secondary,0,2,0,0,unknown,21-31,Q2,187,3,0,0
45,admin.,married,secondary,0,935,1,1,unknown,21-31,Q2,22,7,0,0
27,management,single,tertiary,0,731,1,0,unknown,21-31,Q2,335,2,0,0
51,blue-collar,married,primary,0,-1,0,0,unknown,21-31,Q2,110,8,0,0
30,technician,single,tertiary,0,419,1,1,unknown,21-31,Q2,299,3,0,0
28,admin.,married,secondary,0,22171,1,0,unknown,21-31,Q2,85,3,0,0
32,self-employed,married,secondary,0,-33,1,0,unknown,21-31,Q2,234,3,0,0
57,admin.,divorced,secondary,0,-140,1,0,unknown,21-31,Q2,264,2,0,0
31,admin.,married,secondary,0,439,0,0,unknown,21-31,Q2,233,4,0,0
34,blue-collar,married,secondary,0,261,1,0,unknown,21-31,Q2,611,3,0,0
50,blue-collar,married,secondary,0,-160,1,0,unknown,21-31,Q2,600,2,0,0
33,admin.,single,secondary,0,322,1,0,unknown,21-31,Q2,266,4,0,0
25,blue-collar,married,secondary,0,1025,1,0,unknown,21-31,Q2,478,2,0,0
39,blue-collar,married,secondary,1,-931,1,0,unknown,21-31,Q2,92,5,0,0
37,admin.,married,secondary,0,-107,1,0,unknown,21-31,Q2,158,2,0,0
40,management,married,tertiary,0,481,1,0,unknown,21-31,Q2,198,2,0,0
43,admin.,married,primary,0,-516,1,0,unknown,21-31,Q2,438,2,0,0
32,self-employed,married,secondary,0,610,1,0,unknown,21-31,Q2,75,6,0,0
25,blue-collar,single,secondary,0,579,1,0,unknown,21-31,Q2,225,4,0,0
34,blue-collar,married,secondary,0,225,1,0,unknown,21-31,Q2,342,2,0,0
30,blue-collar,married,secondary,0,1780,1,0,unknown,21-31,Q2,116,12,0,0
41,services,married,secondary,0,803,1,0,unknown,21-31,Q2,88,3,0,0
36,blue-collar,married,secondary,1,-347,1,1,unknown,21-31,Q2,109,3,0,0
28,admin.,single,secondary,0,1238,1,0,unknown,21-31,Q2,252,2,0,0
29,blue-collar,single,secondary,0,992,1,1,unknown,21-31,Q2,456,2,0,0
30,blue-collar,married,primary,1,0,1,1,unknown,21-31,Q2,92,5,0,0
22,student,single,secondary,0,489,0,0,unknown,21-31,Q2,223,5,0,0
28,blue-collar,married,secondary,0,-717,1,0,unknown,21-31,Q2,148,3,0,0
27,blue-collar,single,primary,0,3955,1,0,unknown,21-31,Q2,205,3,0,0
42,unemployed,divorced,secondary,0,325,1,0,unknown,21-31,Q2,97,4,0,0
32,technician,married,tertiary,0,3538,1,0,unknown,21-31,Q2,95,5,0,0
25,blue-collar,married,secondary,0,192,1,0,unknown,21-31,Q2,357,3,0,0
55,services,divorced,secondary,0,2166,1,0,unknown,21-31,Q2,23,17,0,0
33,services,married,secondary,0,-384,1,0,unknown,21-31,Q2,513,2,0,0
45,services,single,secondary,0,1377,1,0,unknown,21-31,Q2,171,5,0,0
43,blue-collar,married,primary,0,50,0,0,unknown,21-31,Q2,90,8,0,0
32,blue-collar,married,secondary,1,-354,1,1,unknown,21-31,Q2,51,2,0,0
35,blue-collar,married,secondary,0,120,1,0,unknown,21-31,Q2,245,2,0,0
44,technician,divorced,secondary,0,-357,1,1,unknown,21-31,Q2,318,2,0,0
44,blue-collar,married,primary,0,194,1,0,unknown,21-31,Q2,105,2,0,0
40,technician,married,secondary,0,-378,1,0,unknown,21-31,Q2,261,2,0,0
24,self-employed,single,tertiary,0,931,1,0,unknown,21-31,Q2,200,4,0,0
32,technician,single,secondary,0,1210,1,1,unknown,21-31,Q2,267,4,0,0
51,technician,divorced,secondary,0,329,1,0,unknown,21-31,Q2,191,5,0,0
28,management,single,tertiary,0,355,1,1,unknown,21-31,Q2,300,4,0,0
45,admin.,married,secondary,0,25,1,0,unknown,21-31,Q2,82,4,0,0
32,admin.,married,secondary,0,739,1,1,unknown,21-31,Q2,153,3,0,0
25,blue-collar,married,secondary,0,758,1,0,unknown,21-31,Q2,504,3,0,0
29,self-employed,married,secondary,0,542,0,0,unknown,21-31,Q2,104,3,0,0
29,technician,single,secondary,0,740,1,0,unknown,21-31,Q2,194,3,0,0
38,blue-collar,married,primary,0,476,1,0,unknown,21-31,Q2,212,4,0,0
44,blue-collar,married,primary,0,3753,1,0,unknown,21-31,Q2,122,4,0,0
34,technician,single,secondary,0,1386,1,1,unknown,21-31,Q2,185,6,0,0
31,technician,single,secondary,0,335,1,0,unknown,21-31,Q2,87,5,0,0
41,admin.,single,secondary,0,882,1,1,unknown,21-31,Q2,145,2,0,0
35,blue-collar,married,secondary,0,-659,1,1,unknown,21-31,Q2,30,2,0,0
40,blue-collar,married,secondary,0,-428,1,0,unknown,21-31,Q2,585,3,0,0
29,management,single,tertiary,0,119,1,0,unknown,21-31,Q2,136,2,0,0
26,blue-collar,married,secondary,0,245,1,0,unknown,21-31,Q2,146,2,0,0
59,technician,married,secondary,0,519,1,0,unknown,21-31,Q2,90,8,0,0
39,services,single,secondary,0,300,1,1,unknown,21-31,Q2,180,2,0,0
33,services,single,secondary,0,91,0,1,unknown,21-31,Q2,376,3,0,0
43,technician,married,secondary,0,-496,1,0,unknown,21-31,Q2,100,2,0,0
50,management,married,secondary,0,-187,1,0,unknown,21-31,Q2,31,2,0,0
48,technician,married,secondary,0,219,1,1,unknown,21-31,Q2,154,4,0,0
46,blue-collar,divorced,primary,0,571,1,1,unknown,21-31,Q2,93,1,0,0
31,blue-collar,single,primary,0,-495,1,0,unknown,21-31,Q2,334,2,0,0
43,technician,single,secondary,0,11269,0,0,unknown,21-31,Q2,92,1,0,0
28,blue-collar,married,secondary,0,2,1,0,unknown,21-31,Q2,750,2,0,0
34,services,single,secondary,0,34,1,1,unknown,21-31,Q2,333,3,0,0
42,blue-collar,single,primary,0,181,1,0,unknown,21-31,Q2,118,2,0,0
51,admin.,married,primary,0,943,1,0,unknown,21-31,Q2,620,1,0,0
41,blue-collar,married,secondary,0,1020,1,0,unknown,21-31,Q2,276,1,0,0
34,blue-collar,married,secondary,0,250,1,0,unknown,21-31,Q2,193,6,0,0
43,management,married,tertiary,0,724,1,0,unknown,21-31,Q2,138,1,0,0
59,technician,married,primary,0,4243,1,0,unknown,21-31,Q2,233,1,0,0
48,blue-collar,married,secondary,0,48,1,1,unknown,21-31,Q2,144,1,0,0
35,blue-collar,married,secondary,0,0,1,1,unknown,21-31,Q2,543,1,0,1
53,retired,married,secondary,0,1004,1,0,unknown,21-31,Q2,155,1,0,0
33,management,married,tertiary,0,2508,1,0,unknown,21-31,Q2,42,7,0,0
24,student,single,secondary,0,1919,1,0,unknown,21-31,Q2,127,4,0,0
52,services,divorced,primary,0,130,1,0,unknown,21-31,Q2,103,2,0,0
35,technician,single,tertiary,0,485,1,0,unknown,21-31,Q2,205,5,0,0
30,services,single,secondary,0,179,1,0,unknown,21-31,Q2,286,3,0,0
41,management,married,tertiary,0,615,1,0,unknown,21-31,Q2,37,1,0,0
45,management,single,tertiary,0,2571,1,0,unknown,21-31,Q2,54,1,0,0
43,blue-collar,married,secondary,0,-111,1,0,unknown,21-31,Q2,132,3,0,0
42,technician,divorced,secondary,0,-106,1,0,unknown,21-31,Q2,95,1,0,0
45,technician,single,secondary,0,31,0,0,unknown,21-31,Q2,177,1,0,0
50,blue-collar,married,primary,0,84,1,0,unknown,21-31,Q2,179,1,0,0
43,blue-collar,married,secondary,0,0,1,1,unknown,21-31,Q2,242,1,0,0
31,services,married,secondary,0,3181,1,0,unknown,21-31,Q2,128,7,0,0
59,blue-collar,married,primary,0,748,0,0,unknown,21-31,Q2,184,1,0,0
40,admin.,married,primary,0,1314,1,0,unknown,21-31,Q2,284,1,0,0
27,technician,single,tertiary,0,3083,1,0,unknown,21-31,Q2,244,2,0,0
21,services,single,secondary,0,1903,1,0,unknown,21-31,Q2,107,2,0,0
37,blue-collar,married,secondary,0,-4,1,1,unknown,21-31,Q2,381,1,0,0
26,technician,single,tertiary,0,813,1,0,unknown,21-31,Q2,140,3,0,0
39,technician,married,secondary,0,192,1,1,unknown,21-31,Q2,217,5,0,0
50,retired,married,secondary,0,6998,1,0,unknown,21-31,Q2,1196,1,0,0
39,entrepreneur,married,tertiary,1,1,1,1,unknown,21-31,Q2,102,1,0,0
32,management,married,secondary,0,3935,1,0,unknown,21-31,Q2,129,2,0,0
57,blue-collar,married,primary,0,630,1,0,unknown,21-31,Q2,52,1,0,0
42,management,married,tertiary,0,1993,0,0,unknown,21-31,Q2,41,1,0,0
42,blue-collar,married,secondary,0,130,1,0,unknown,21-31,Q2,285,1,0,0
40,blue-collar,married,secondary,0,327,1,0,unknown,21-31,Q2,134,1,0,0
30,services,divorced,secondary,0,1016,1,0,unknown,21-31,Q2,14,1,0,0
35,admin.,married,secondary,0,404,1,0,unknown,21-31,Q2,539,1,0,1
31,blue-collar,married,secondary,0,283,1,1,unknown,21-31,Q2,37,3,0,0
43,technician,married,secondary,0,2041,1,1,unknown,21-31,Q2,162,5,0,0
39,technician,divorced,secondary,0,394,1,0,unknown,21-31,Q2,184,1,0,0
37,management,single,secondary,0,34,1,0,unknown,21-31,Q2,285,1,0,0
44,blue-collar,married,secondary,0,72,1,0,unknown,21-31,Q2,456,1,0,0
52,technician,single,tertiary,0,1308,1,0,unknown,21-31,Q2,361,1,0,0
53,management,married,secondary,0,2895,1,0,unknown,21-31,Q2,74,1,0,0
41,blue-collar,married,secondary,0,193,1,0,unknown,21-31,Q2,130,1,0,0
40,unemployed,single,secondary,0,75,1,0,unknown,21-31,Q2,203,1,0,0
41,admin.,married,secondary,0,3279,1,0,unknown,21-31,Q2,186,1,0,0
